ID,Gender,Age,Occupation,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
CF6BFBAJ,Female,29,Salaried,19,No,671807,No,0
HVDXE8VG,Female,41,Self_Employed,63,No,579443,Yes,0
AFG6NWUF,Female,54,Self_Employed,27,Yes,721300,No,0
CJUVHRTV,Female,83,Other,91,No,986387,No,1
TH27YLSF,Female,35,Salaried,33,No,2630243,No,0
NKUBVUUT,Male,61,Self_Employed,93,,846416,Yes,0
TAGAJVX4,Male,34,Salaried,33,No,2247365,No,0
KG95MEAU,Female,69,Other,75,No,945865,Yes,0
NBVKSIRA,Female,26,Salaried,14,No,528660,No,1
FHJTKDE2,Male,29,Salaried,26,No,986858,No,0
VJIWNY9I,Male,39,Self_Employed,15,Yes,2412647,No,0
ABBB4EIN,Male,25,Salaried,14,Yes,672128,No,1
NQ5URWJE,Female,46,Self_Employed,117,No,1535784,No,0
ESLCRPMZ,Female,62,Other,75,No,1058316,No,0
GVMB9KHY,Female,71,Other,39,,6199099,No,0
3FYXRYVG,Female,26,Salaried,13,No,1085150,Yes,0
H7YHUPT6,Male,45,Self_Employed,98,Yes,1137642,Yes,1
BAT7HYUI,Female,28,Salaried,15,No,1167564,No,0
J2OHURTQ,Male,81,Other,56,No,1211076,No,0
ABJVSFZF,Male,27,Salaried,20,Yes,2664357,No,0
BXP6WZZI,Female,34,Salaried,32,No,430395,No,0
BKLQBYEK,Male,28,Salaried,32,No,3291220,No,0
AIUNXDQV,Female,26,Salaried,20,Yes,907239,No,0
OTQJKSEW,Female,52,Self_Employed,110,,1897853,Yes,1
3ZUGGDQ8,Male,51,Self_Employed,45,No,923366,Yes,0
E58KDFP5,Female,26,Other,14,Yes,1090757,No,0
JHSKRHUQ,Male,75,Other,73,Yes,2132502,No,0
89YFMNLT,Female,31,Salaried,38,No,647448,No,0
SUHYTMGD,Female,32,Salaried,21,No,422750,Yes,0
ER8GPDKP,Male,37,Salaried,51,Yes,1132516,Yes,1
63876ULN,Male,28,Salaried,13,No,591164,Yes,0
VNQ6MCCZ,Female,40,Self_Employed,25,No,984918,No,0
NBYXMYDF,Male,41,Self_Employed,50,,319171,No,1
TUTV5AAO,Female,25,Salaried,15,No,1329161,No,0
XKAZRPZS,Female,34,Self_Employed,15,No,668372,No,0
EYSVWDGM,Male,73,Other,92,No,2000577,Yes,0
7SEPNRWP,Female,28,Other,13,No,324903,Yes,1
PRMPG6XH,Female,47,Self_Employed,14,Yes,1179374,No,1
JOJAW7FU,Female,85,Other,91,Yes,2847127,No,1
DA9GWWYH,Female,28,Salaried,20,Yes,326069,No,0
LSN6CISA,Female,53,Self_Employed,87,No,2527457,Yes,0
XDBTTM6N,Female,60,Self_Employed,62,No,637302,Yes,0
7EVA3EVU,Female,38,Self_Employed,25,No,1000564,No,0
QUOXPAHS,Male,52,Self_Employed,109,,1304766,No,1
MJJQVFPW,Female,27,Salaried,19,No,1259625,No,0
G4NCA8VR,Female,24,Salaried,13,No,472865,No,0
5XOHKNKR,Male,46,Self_Employed,74,Yes,570142,Yes,1
WQEE6XAT,Female,54,Self_Employed,93,Yes,1248776,Yes,1
YFDHRKWT,Female,50,Self_Employed,14,No,1061325,Yes,0
AHVH2U6B,Female,28,Salaried,14,No,703909,Yes,1
4WUFSNNR,Male,31,Salaried,20,No,1099692,Yes,0
AWVPXMU8,Male,28,Other,31,No,1069432,No,0
NMVUMWJP,Male,34,Salaried,21,Yes,912036,No,0
KJ5XOXJQ,Female,73,Other,111,,1374524,No,1
67JJE5JA,Female,38,Self_Employed,63,Yes,701142,Yes,1
C2KSO8CX,Female,38,Self_Employed,62,,747733,Yes,1
WOVEZC4X,Male,56,Self_Employed,99,No,1930766,No,0
ELOKBCSE,Male,50,Salaried,56,No,986805,Yes,1
BAVZLHTJ,Female,50,Self_Employed,62,No,563993,Yes,0
KJUW3RY5,Female,58,Self_Employed,79,No,459186,No,0
EBXERSQE,Female,61,Self_Employed,21,No,653055,No,0
HGRNWDNQ,Female,45,Self_Employed,38,No,286357,Yes,0
KPT33G6E,Female,50,Self_Employed,73,,4497178,No,1
MRGEZSHK,Male,24,Other,15,Yes,666930,No,0
SU3ZSKR3,Male,27,Other,21,No,508465,No,0
F86CNVSG,Male,77,Other,31,Yes,1322824,No,0
JCZAKXAM,Male,45,Salaried,81,,2371200,No,1
MG3QAPMD,Female,53,Other,93,Yes,1571036,Yes,0
382BTRRC,Female,49,Self_Employed,27,No,254976,Yes,0
SDJS523W,Male,50,Other,51,,601915,No,1
JE5DCTXQ,Female,65,Other,80,No,769013,Yes,0
MX8VUG9H,Female,33,Salaried,25,Yes,797742,No,0
KUXW5ZVC,Male,52,Self_Employed,67,No,333144,No,0
54529VI9,Male,33,Salaried,27,,783289,No,1
7UHWGBTR,Male,39,Self_Employed,13,Yes,1177265,No,0
2A7VIN8V,Female,55,Self_Employed,104,,1119317,No,1
7YPVIYJN,Female,51,Self_Employed,32,Yes,953332,No,0
ELXEXDNW,Female,52,Entrepreneur,74,Yes,2400018,Yes,1
4FW5DFJM,Female,29,Salaried,19,No,403526,No,0
W6RQWTYS,Female,25,Salaried,14,No,590007,No,0
C23YC3GM,Female,63,Other,43,Yes,2264658,No,0
S5FTF8FO,Female,65,Other,129,Yes,3535943,Yes,0
69TSGEAM,Male,46,Self_Employed,86,No,368566,No,1
TSANJUYG,Female,36,Other,14,No,299921,No,0
CAAJ37UT,Female,37,Salaried,26,No,703108,No,0
JKBBQXRR,Male,57,Self_Employed,92,Yes,1062998,No,1
BTQWCEC9,Female,32,Salaried,31,No,1236316,No,0
M3MIGV2M,Female,25,Salaried,15,Yes,633858,No,1
EPYU6KSY,Male,28,Salaried,20,No,797253,No,0
J9YUGUY2,Male,47,Self_Employed,91,Yes,965044,Yes,0
UJYHYFQR,Female,59,Other,45,Yes,1347985,No,0
AHIYACDB,Female,58,Other,75,No,1428441,Yes,0
E2YY5YBN,Female,48,Self_Employed,97,No,644751,No,0
WLMVXFWC,Male,48,Self_Employed,21,Yes,605155,No,0
7CDT8TUM,Female,64,Other,91,,1368820,No,1
AVPYJBVD,Male,32,Self_Employed,21,No,1622932,No,0
VCNLX5NB,Female,30,Self_Employed,15,No,480119,Yes,0
GBVZQKV4,Male,52,Self_Employed,44,No,1171809,No,1
MT27UKXH,Female,29,Salaried,26,No,445080,No,0
57FHVUDD,Female,49,Self_Employed,50,No,850982,Yes,0
FKRAKG8L,Male,39,Self_Employed,15,Yes,772680,No,1
FJAPJY5F,Female,26,Salaried,19,No,632950,No,0
RVSPTKKC,Female,33,Self_Employed,25,No,503143,No,0
QNKFJV4A,Male,34,Salaried,26,No,1069388,No,0
BZU8K6E3,Female,61,Self_Employed,32,No,1567298,Yes,0
FYG6UZ9S,Male,54,Salaried,69,Yes,874594,Yes,1
KRYV4XMN,Male,69,Other,92,Yes,1560561,No,1
THSNFHXD,Male,43,Self_Employed,14,Yes,424859,No,1
CA852DCZ,Male,50,Self_Employed,122,,2020513,Yes,1
WYDNQLNB,Female,70,Other,75,,616342,No,1
GCPZ3JLE,Female,64,Other,87,No,609178,No,1
K7TO8K86,Male,30,Salaried,19,No,865658,No,0
DYI3SXKV,Male,34,Salaried,21,Yes,458474,No,0
YZIS6M8X,Male,36,Salaried,31,No,1181430,No,0
E28MX3XX,Female,77,Other,31,Yes,370329,No,0
C2JW4X3F,Male,54,Self_Employed,109,Yes,781731,No,1
78GD8PTL,Male,29,Salaried,21,No,375099,No,0
JQASHMMJ,Male,62,Other,49,No,930361,Yes,0
LVCUP2KX,Female,46,Self_Employed,62,No,1424774,No,1
GDNKDXAL,Female,49,Self_Employed,105,,750100,Yes,1
VTLEMADQ,Male,55,Self_Employed,98,No,1637537,No,0
DTE8EZQG,Male,29,Salaried,13,No,1035710,Yes,0
DXFCHISW,Male,30,Salaried,32,Yes,802771,Yes,0
HNILTQXC,Female,62,Other,116,Yes,1092421,No,0
CCTKVK3E,Female,82,Other,92,Yes,1389058,No,1
CECFPT3H,Male,45,Self_Employed,103,,737249,Yes,1
SYBDYN5Q,Male,50,Self_Employed,85,,695321,Yes,1
GJA7QL7Q,Female,30,Other,14,No,409275,No,0
QPFMDUCR,Male,30,Salaried,26,No,3682143,No,0
7IDNSBNB,Female,57,Self_Employed,21,Yes,1009455,Yes,0
4E4JJNYX,Male,61,Self_Employed,68,Yes,1562537,No,0
8EGVUXTH,Male,28,Other,33,No,827424,No,0
JSMMWOY5,Male,67,Other,50,No,716147,No,0
8RYPVOWF,Male,58,Self_Employed,86,,739234,Yes,1
67AYZUYN,Male,44,Self_Employed,43,Yes,604674,No,1
KKTVYG9V,Female,40,Other,33,Yes,521219,No,0
SCYKNGGJ,Female,32,Salaried,33,No,508839,Yes,0
HJPEYO82,Male,37,Salaried,27,No,989697,Yes,0
EKHRBFNW,Male,29,Self_Employed,14,No,404763,Yes,0
NNWPA7DF,Female,28,Salaried,15,No,909873,No,0
BSIHRRXT,Male,65,Other,91,Yes,449512,No,0
KXXRNCCF,Male,37,Salaried,31,Yes,488245,No,0
H9WJWFZY,Male,47,Salaried,74,,809891,Yes,1
J63AIV29,Female,38,Self_Employed,51,No,1544959,No,0
TQRCIS94,Female,43,Other,37,No,524192,Yes,0
6QWVBVQE,Female,30,Other,25,Yes,102180,No,0
JMPGTXOI,Female,71,Other,109,No,1585365,No,0
H2NNOOGW,Male,30,Salaried,13,No,694742,No,0
4I7CZQQI,Male,26,Other,25,Yes,861760,No,0
K88U7V8B,Male,28,Salaried,32,No,778741,No,0
DT8YBRZC,Male,40,Self_Employed,81,,1062713,Yes,1
AGWE8ACK,Female,31,Salaried,27,No,594760,No,0
PX3DRLGT,Male,67,Other,19,No,1945237,No,0
2JCSN2C4,Male,42,Self_Employed,20,Yes,511171,Yes,1
LFKNAHBA,Male,45,Self_Employed,99,Yes,792696,No,0
JG3Z2TH3,Female,79,Other,80,Yes,1874099,Yes,0
CFUGWGRY,Male,30,Other,14,No,567561,Yes,0
SD4PRRLM,Female,47,Self_Employed,39,No,1268819,Yes,0
H7BA33ND,Male,52,Self_Employed,49,Yes,635068,No,0
XAHLQURU,Male,62,Other,19,No,1312429,No,0
IVVVUFE8,Male,53,Self_Employed,74,,878928,Yes,1
DCFIH27E,Female,27,Other,26,Yes,1140365,No,1
GMCPGBDY,Male,27,Other,25,No,707398,Yes,1
MO9ZBHPS,Male,39,Other,21,No,1672399,No,0
YQUDT5QC,Male,48,Self_Employed,117,Yes,1205344,Yes,1
NEWWGK6Z,Male,57,Self_Employed,110,No,908948,Yes,0
QQHJAL7J,Female,28,Self_Employed,32,No,610878,No,0
IJQEXGOO,Male,27,Salaried,33,No,652815,No,0
JAAQ9YCP,Male,68,Other,99,Yes,1224355,Yes,0
AKQAYEDZ,Female,51,Self_Employed,85,,424396,Yes,1
KYX9ACQ7,Male,27,Salaried,26,Yes,622483,No,0
HUCNOTCC,Female,27,Salaried,15,No,852522,No,0
NDANPYFD,Male,25,Other,13,Yes,991219,No,0
EU42Q7XH,Female,58,Self_Employed,98,No,793728,No,0
NFKPXSQ4,Male,35,Self_Employed,57,No,1944819,No,0
IRHMZGYK,Male,57,Self_Employed,63,,533973,Yes,1
3TDVW557,Male,62,Other,93,No,560789,Yes,0
QXHXVLXH,Female,53,Self_Employed,117,No,1164298,Yes,0
DVTRBRXK,Female,76,Other,98,No,2177732,Yes,0
45QHSTS5,Male,28,Salaried,21,Yes,729346,No,0
KCAY5BKR,Male,31,Other,20,No,397936,No,0
CGO3NKMK,Female,35,Salaried,32,Yes,973571,No,1
XWEM9H7L,Female,34,Salaried,31,No,2416367,No,0
MB97FR2H,Male,78,Other,25,,455065,Yes,1
MWRZ28MT,Female,45,Self_Employed,15,No,1574000,Yes,0
NWXHZYLB,Male,45,Self_Employed,13,No,359506,Yes,0
7OGJG4IP,Male,70,Other,98,Yes,2975003,No,1
BCZWVQJT,Female,42,Self_Employed,26,No,804257,Yes,0
CWDZF8DC,Female,75,Other,13,Yes,448595,Yes,0
4GAFZHSW,Male,37,Salaried,26,,693390,Yes,1
PICTGQEQ,Male,57,Self_Employed,98,Yes,2635343,No,0
JTZ8OAYQ,Female,32,Salaried,33,No,811484,No,0
HVKGSB7C,Male,42,Self_Employed,93,No,496851,Yes,0
ZABIKLUU,Male,78,Other,103,No,770517,Yes,0
XVBWLXVY,Male,52,Self_Employed,20,No,591458,Yes,0
2JCFTDC6,Female,35,Salaried,31,No,307824,No,0
J4JCPCHW,Female,35,Salaried,13,Yes,1008156,No,0
BWTXSV8Y,Female,25,Other,21,No,1537163,No,0
8HIWHGTS,Female,35,Other,13,Yes,234354,Yes,1
KVNKXWUE,Male,61,Self_Employed,91,No,2833964,Yes,0
BTOR4JP2,Female,28,Salaried,14,No,5148979,No,0
L8IRWTUC,Male,55,Self_Employed,86,Yes,331667,Yes,1
VPAGLZGU,Female,47,Other,32,Yes,1576519,No,0
ESCMFENK,Male,30,Other,25,No,575278,No,0
PQLPWFTQ,Male,34,Other,19,No,1014697,No,0
3JOAEBVV,Female,38,Other,26,No,388146,Yes,0
NJJPU6ES,Male,32,Salaried,32,Yes,684890,No,0
LHZYGLSX,Female,30,Other,26,No,893382,No,1
ACVV88SQ,Male,47,Other,74,Yes,554639,Yes,1
CKWTKSJZ,Female,43,Self_Employed,33,No,579728,No,0
YCMU5SDT,Female,31,Other,26,No,458492,No,0
G22CMYNY,Female,41,Self_Employed,62,No,911609,Yes,0
DKVV8PIU,Male,48,Entrepreneur,14,Yes,1668732,No,0
S6HV8JXK,Female,25,Salaried,13,No,362052,No,0
9G5BVJ8A,Male,49,Other,91,No,1251500,No,1
AVUY4ZD4,Female,26,Other,20,No,967011,No,0
AVTJUJYS,Female,33,Self_Employed,31,No,1855676,No,0
CHEYQF2G,Male,32,Self_Employed,14,No,689990,Yes,0
KG22QXAA,Female,62,Other,43,Yes,545614,Yes,1
AX4R6HMK,Male,44,Self_Employed,33,No,1636015,Yes,0
7SG9XXQS,Male,48,Self_Employed,98,No,596424,No,0
6W4PXDTK,Male,48,Self_Employed,109,No,461838,Yes,0
NJIJBPOP,Male,27,Salaried,25,No,1469007,No,0
HTSH4QCE,Male,32,Salaried,14,Yes,980183,No,0
PLMXFNY9,Male,45,Self_Employed,61,Yes,369670,Yes,0
TGRKMLJ6,Female,34,Salaried,32,No,544866,No,0
IFPY6NAT,Female,30,Salaried,19,No,441635,No,0
7S9N2S98,Female,45,Other,43,No,569439,No,0
TK9A4YGF,Male,28,Salaried,32,No,216323,No,0
HXRSWRBJ,Male,83,Other,27,No,872253,No,0
DEPSFQBU,Female,27,Salaried,15,Yes,1928968,Yes,1
EBH7UOR6,Male,68,Other,75,,435147,Yes,0
EDCWYZSZ,Male,58,Self_Employed,99,No,1160684,Yes,0
URIYYQPF,Female,27,Salaried,26,No,329709,No,0
2KAPN4X3,Male,27,Self_Employed,15,No,188777,Yes,0
8EAYWMYW,Female,53,Self_Employed,92,,983432,No,1
4GEXB4QB,Male,30,Self_Employed,19,Yes,506837,No,0
KYTVY3UM,Male,41,Self_Employed,38,Yes,625732,No,0
MADWHUP2,Female,31,Salaried,26,No,802343,No,0
KCJBAK7D,Male,27,Other,27,No,694111,No,0
B5VEZY4F,Male,63,Other,56,No,762169,Yes,0
IDCUMCE4,Female,29,Self_Employed,20,No,421290,No,0
7UNWKPXE,Female,76,Other,56,No,456650,Yes,0
ENQ7N27U,Male,25,Self_Employed,21,Yes,263244,No,0
MR8JLZYI,Male,61,Self_Employed,86,Yes,1842113,Yes,1
SP8WSPTU,Male,45,Self_Employed,55,Yes,719876,No,1
N7VQWWBO,Male,56,Self_Employed,98,,1144833,No,1
YZVLALQS,Female,27,Salaried,21,Yes,536002,No,0
DHDREUIC,Male,46,Self_Employed,20,,766236,No,1
PJPQH2LC,Male,34,Other,44,Yes,751133,Yes,0
NZE4BDME,Female,26,Salaried,19,No,1204250,No,0
ZLVGNQQS,Male,32,Self_Employed,26,No,591841,No,0
55CT8AVX,Female,53,Self_Employed,87,Yes,754364,No,0
HZGRQPM7,Male,26,Salaried,25,Yes,1190615,Yes,1
RCSDCFDE,Female,53,Self_Employed,81,No,780004,No,0
SQF23CJK,Female,68,Other,61,No,1590154,No,0
FZAPAOXU,Female,28,Salaried,32,No,968604,No,0
CQMV8IAQ,Female,46,Self_Employed,109,Yes,1143925,No,0
72CA96GS,Female,31,Salaried,21,No,1405114,Yes,0
3YTFEADP,Male,37,Self_Employed,31,No,326745,Yes,0
CMG5AHKN,Male,51,Self_Employed,37,Yes,1149532,No,0
N3CE9RJQ,Female,27,Salaried,21,Yes,1834254,No,0
MDCF77PV,Female,56,Self_Employed,33,No,679274,No,0
KP9Y9MVF,Female,62,Other,91,Yes,571540,Yes,1
HQRW7WW8,Male,27,Salaried,13,No,2276798,No,0
KQBZZQAB,Female,31,Salaried,32,No,507807,No,0
7MPZWMCH,Female,30,Other,32,No,1142190,No,0
AB7NDGGE,Male,30,Other,13,No,435352,Yes,0
HQTEYUU2,Male,45,Self_Employed,85,No,1186717,Yes,1
NOJB76FC,Female,28,Salaried,32,No,789527,No,0
XCXWFR9C,Male,42,Entrepreneur,81,Yes,1366844,Yes,0
BLRJSDGC,Female,32,Salaried,26,No,563823,Yes,0
BTKDCF8K,Male,59,Self_Employed,111,Yes,1227158,No,1
HJWPJUS3,Female,47,Self_Employed,13,No,739456,No,0
AF3FPFKA,Male,29,Salaried,21,No,378801,No,0
JTNDM2BO,Female,31,Salaried,19,No,454362,No,0
FER57NAH,Female,29,Salaried,25,No,605164,No,0
VPJMXGH5,Male,26,Salaried,19,No,612791,No,0
ENE4MQVI,Male,30,Salaried,25,No,1889069,No,0
2XBPCCKY,Male,62,Other,57,Yes,700447,No,0
FYZXZ3YF,Male,48,Self_Employed,57,Yes,1162357,Yes,1
DTNZ9P9Z,Male,52,Self_Employed,20,Yes,3061982,No,0
GU5OGJVE,Male,72,Other,109,Yes,3368302,Yes,1
EQK73OBW,Male,31,Salaried,31,No,724486,No,0
BQ6W8WI3,Male,51,Self_Employed,19,Yes,608377,No,0
S2E9ZECE,Male,51,Entrepreneur,109,,356231,No,1
AQSBZBXP,Female,55,Other,25,Yes,1206172,No,1
MDFUPEDF,Male,67,Other,20,Yes,781784,No,0
NKWHZPYQ,Male,36,Salaried,20,No,910443,No,0
R4JMF7GF,Male,60,Other,129,Yes,1553788,Yes,1
GMCS69KP,Male,55,Self_Employed,93,,1018008,Yes,1
BQUEXGKW,Female,26,Salaried,14,Yes,1821527,No,0
C5WNDX3Q,Female,31,Salaried,13,No,1174426,Yes,0
M7KM9FCN,Male,31,Salaried,25,Yes,1457846,No,0
M3Y98SZJ,Male,51,Self_Employed,14,Yes,1222370,No,0
MSWY6ZW6,Female,50,Self_Employed,27,No,1745628,No,0
ATRXFWQN,Male,36,Other,21,,1330558,Yes,0
VFQWQCQV,Female,28,Salaried,31,No,135431,No,0
6NP6GWJA,Female,48,Self_Employed,104,Yes,1430942,No,1
APADLZYU,Male,82,Other,115,Yes,4015804,Yes,0
8ZZQJ4EB,Male,64,Other,49,No,853011,No,0
MJCFBGPH,Female,50,Other,50,No,627823,Yes,0
EJQ3CKSQ,Male,48,Self_Employed,20,Yes,1286592,No,0
KY3QBWWZ,Female,30,Salaried,21,No,1409154,No,0
JAMTZIDF,Male,47,Entrepreneur,39,,1418882,Yes,0
4RDPRP7C,Female,28,Salaried,14,No,653268,No,0
U2IUXDDQ,Male,26,Salaried,14,No,411811,No,0
97FE2KL7,Female,51,Other,15,No,2702938,Yes,0
JFSJ6AAY,Male,64,Salaried,81,Yes,608724,No,1
2TABNV2H,Female,31,Self_Employed,33,No,782043,Yes,1
X2H6EV4T,Male,54,Self_Employed,123,,1269157,No,1
NR4YPXTU,Female,33,Salaried,26,No,1576198,Yes,0
BXTNBAUQ,Female,27,Other,13,No,468095,No,0
EEPDWSU6,Female,24,Salaried,14,No,1987334,No,0
FCSZOQXX,Male,39,Self_Employed,14,Yes,934669,No,0
JX33YDKK,Female,67,Other,19,No,1064110,Yes,1
QSQGSFFN,Female,51,Self_Employed,111,Yes,1782945,No,0
RJT5RGZD,Female,61,Other,98,No,830325,Yes,0
6NVSHMBJ,Male,27,Salaried,20,No,544884,No,0
6KGI9BVV,Male,34,Self_Employed,43,No,544261,Yes,0
2RPAQAY6,Female,32,Salaried,13,Yes,699264,No,0
VZ8U5Z4S,Female,37,Salaried,31,No,849095,No,0
XHVF9TST,Male,61,Self_Employed,62,Yes,1400343,No,1
EWXJ6VTK,Female,46,Other,33,No,782140,No,0
T7P5P5RU,Male,29,Other,31,No,340781,No,0
ASLVF95M,Male,71,Other,61,Yes,1543989,Yes,0
VZJJQQYL,Female,28,Salaried,32,No,351336,No,0
6X7Z9MVU,Female,85,Other,86,No,763175,Yes,0
TJ5RATVT,Female,48,Self_Employed,57,No,1285444,Yes,0
Y98TWHHX,Female,55,Self_Employed,63,No,888389,Yes,0
WWEOBP87,Male,48,Self_Employed,15,Yes,1138541,Yes,1
GKZFX83Q,Female,52,Self_Employed,85,,1131554,Yes,1
ATBXVVPB,Male,32,Salaried,13,No,1084678,Yes,0
EVA5SFXK,Male,57,Self_Employed,91,No,248336,Yes,0
BUJJGASG,Male,28,Salaried,13,No,1085381,No,0
3C3MY83W,Male,28,Self_Employed,32,No,1101588,No,0
HCKUNYMU,Female,29,Salaried,25,No,798089,No,0
KQDPXENP,Female,67,Other,81,Yes,1404847,No,0
Q6MZCWZ5,Male,64,Other,92,No,1540954,Yes,0
X4DTOCC3,Male,25,Salaried,15,No,502689,No,0
5MZHFCQF,Male,29,Salaried,26,No,289303,No,0
CMHRWYSY,Female,25,Salaried,13,Yes,1059482,No,0
QHDFCUFD,Female,55,Self_Employed,98,Yes,1706361,No,0
DMCAEKY5,Male,29,Salaried,32,No,1474605,No,0
NIJXT3UM,Female,38,Other,14,Yes,726426,No,0
IZMVAXKF,Male,39,Self_Employed,14,No,607923,Yes,0
ZVCNUZ6E,Female,31,Salaried,15,Yes,1366336,No,0
KJPAAZRW,Female,28,Salaried,14,No,1047521,Yes,0
D4WWHEAM,Male,50,Self_Employed,85,No,663788,No,0
ZKE9DGRX,Male,50,Self_Employed,79,No,1103021,Yes,0
GRHK25QR,Male,61,Self_Employed,81,,800777,No,1
EQCXYDKX,Male,56,Other,116,Yes,956563,Yes,1
LARECDRK,Male,30,Salaried,20,No,3274941,Yes,0
JX7AVJG6,Male,45,Self_Employed,67,No,985025,No,0
CSFKRPQW,Male,44,Self_Employed,19,No,763192,Yes,0
DCA2CZSD,Male,57,Other,15,,741254,No,1
DNPT3WMS,Male,63,Other,87,No,558822,Yes,0
ZW6NNHUF,Female,28,Salaried,32,,1078564,No,1
9STHEGVO,Female,63,Other,44,No,3553503,Yes,0
I2T8SRAB,Male,27,Salaried,20,No,1392618,No,0
MHAD2MBR,Female,26,Other,19,No,1356920,Yes,0
DDPURSXW,Female,42,Self_Employed,15,No,603856,No,0
A3BLBMMC,Male,57,Self_Employed,127,,3164145,Yes,1
BFIJWXKT,Male,29,Salaried,31,No,733724,No,0
IWXK3VKO,Male,70,Other,116,No,5036287,Yes,0
IQOA5QNV,Female,80,Other,43,Yes,1475121,No,0
ZI7SLJ5Y,Female,28,Salaried,31,No,918488,Yes,0
LUJYSPHV,Male,45,Self_Employed,74,No,428686,Yes,0
NWDZ3RCG,Female,51,Entrepreneur,74,,2166126,Yes,1
5NQPI8GC,Female,66,Other,69,No,538467,No,0
KYOAPABV,Male,55,Other,117,Yes,1422282,Yes,1
8MOFSH9N,Female,33,Salaried,33,No,492882,No,0
KCWV35XK,Female,32,Other,31,No,741254,No,0
3ZKHNFTR,Male,70,Other,109,No,1866223,No,1
NFQ6PLSA,Male,43,Other,33,Yes,977095,No,0
NGDFH8RZ,Female,25,Salaried,13,No,3241210,No,1
ILUFT4ZK,Female,27,Other,31,No,259194,Yes,0
GPIDEARN,Male,50,Other,116,Yes,2663992,Yes,1
NPTXP3SM,Male,49,Other,15,No,684525,Yes,1
CQZNSR7Z,Male,59,Self_Employed,97,,702930,Yes,1
HA5BJQH5,Male,26,Other,21,Yes,704799,No,0
JNALT6ZG,Female,36,Salaried,19,Yes,334791,No,1
KZPF7DG3,Male,26,Salaried,15,Yes,1353360,Yes,0
3QRHPSFZ,Female,52,Self_Employed,56,No,2132840,No,0
KRPSA6WQ,Female,26,Salaried,15,Yes,1294496,No,0
NNIUUALT,Male,64,Salaried,127,Yes,952647,Yes,1
LNH7ZVKO,Male,40,Self_Employed,62,Yes,863469,No,1
JYNQDAXG,Female,40,Other,20,No,602218,No,0
669LWPNI,Male,55,Salaried,68,No,2102865,Yes,1
EA8JQQZO,Female,81,Other,92,No,701150,Yes,0
HWMHWDD4,Male,41,Self_Employed,85,,1205967,Yes,1
7AUNUHKC,Male,71,Other,26,No,1128297,Yes,0
DTJVMXCU,Male,26,Salaried,21,Yes,2113171,Yes,0
ZCCA8NX7,Male,34,Salaried,32,Yes,2241198,No,1
L3NJRUK2,Male,30,Salaried,32,No,1132738,No,0
95MGJRBV,Female,30,Salaried,19,No,1452266,Yes,0
HQ5TGKU3,Female,32,Salaried,32,Yes,204717,No,0
YZP8YQXA,Female,37,Salaried,32,No,308554,No,1
HHQ73RPK,Male,46,Other,7,,422385,No,1
PDDGPEYH,Male,35,Salaried,19,Yes,661715,No,0
3BZIPCK3,Male,37,Self_Employed,13,,697457,Yes,1
8S6EZYGK,Male,32,Other,33,No,3597985,Yes,0
RJQCCPWO,Male,31,Self_Employed,20,,593007,No,1
V73ODBPV,Male,45,Self_Employed,33,,881411,Yes,0
GTBG2PDY,Male,55,Other,13,Yes,474147,No,0
DJNNFKXC,Female,58,Self_Employed,104,Yes,739358,Yes,0
KYFG5D8R,Female,61,Self_Employed,109,,1886960,Yes,1
KKMSWWUK,Female,49,Self_Employed,49,Yes,1970282,No,0
WC2KL3DG,Male,45,Self_Employed,21,,658956,Yes,1
MBMVDASF,Male,46,Self_Employed,43,No,921452,No,0
JKAZ5Z2T,Female,28,Salaried,32,Yes,1155860,No,0
HEZTKJRO,Male,64,Other,110,No,638726,Yes,0
6AFF2KHD,Male,29,Salaried,19,Yes,358233,No,0
RJSKAZK7,Female,28,Salaried,32,No,815248,No,1
7JDMG6OW,Female,82,Other,87,No,563263,Yes,0
3DMYYZHK,Female,28,Salaried,32,No,2994485,No,1
88DR7BDL,Female,31,Salaried,33,No,504185,No,0
2DQHVFSS,Male,39,Other,56,No,1031429,Yes,0
BA2CSYAE,Male,41,Self_Employed,33,,332183,Yes,0
PC6VTMC5,Female,26,Salaried,25,No,886991,No,0
H249C7GH,Male,27,Salaried,21,No,4520674,Yes,0
EDLTP3T2,Female,30,Salaried,14,No,329798,No,0
3THLKTCQ,Male,64,Salaried,93,No,1109509,Yes,1
GMAKZEPV,Male,48,Self_Employed,20,Yes,1178413,Yes,1
C9NZRLLO,Female,56,Self_Employed,25,No,1660250,No,0
EY567EZC,Male,45,Self_Employed,21,No,163110,Yes,0
8PSQRZKB,Female,47,Self_Employed,39,No,829951,Yes,0
JZOFNREJ,Female,25,Salaried,19,No,1235070,Yes,0
UK2DXEMY,Male,30,Salaried,33,Yes,245737,No,0
FL4ZCPV5,Female,27,Self_Employed,15,Yes,881998,No,0
9FAK2PG8,Male,30,Salaried,13,No,725492,Yes,0
DJE8C5UX,Female,45,Self_Employed,38,No,744716,No,0
8IIDLGIU,Male,42,Other,39,No,1737458,Yes,0
PWFC7MBI,Male,27,Self_Employed,26,No,943284,No,0
MBINKVDF,Male,54,Self_Employed,25,Yes,767455,Yes,1
EGKR2IGM,Female,39,Self_Employed,56,No,631811,Yes,0
DTUTHDMR,Female,30,Self_Employed,25,No,474788,No,0
